resource,consumer
sp11,sp34
sp4,sp19
sp11,sp40
sp13,sp41
sp3,sp11
sp12,sp13
sp12,sp25
sp16,sp38
sp13,sp25
sp11,sp37
sp17,sp73
sp15,sp28
sp11,sp14
sp18,sp68
sp13,sp16
sp17,sp62
sp17,sp44
sp9,sp27
sp18,sp56
sp2,sp44
sp17,sp54
sp33,sp43
sp11,sp42
sp19,sp47
sp5,sp33
sp5,sp21
sp10,sp30
sp17,sp61
sp6,sp75
sp3,sp31
sp15,sp32
sp34,sp39
sp18,sp39
sp16,sp43
sp24,sp62
sp17,sp65
sp9,sp40
sp2,sp12
sp5,sp59
sp18,sp51
sp31,sp39
sp21,sp54
sp9,sp33
sp19,sp50
sp20,sp55
sp5,sp10
sp9,sp15
sp4,sp15
sp24,sp46
sp22,sp38
sp5,sp28
sp2,sp63
sp10,sp37
sp14,sp35
sp13,sp29
sp20,sp66
sp14,sp24
sp19,sp61
sp21,sp67
sp37,sp38
sp2,sp19
sp15,sp40
sp9,sp34
sp24,sp51
sp2,sp26
sp5,sp19
sp4,sp27
sp3,sp16
sp11,sp22
sp13,sp36
sp18,sp45
sp4,sp37
sp24,sp39
sp17,sp74
sp11,sp11
sp21,sp60
sp12,sp36
sp11,sp29
sp17,sp69
sp2,sp36
sp21,sp58
sp20,sp59
sp24,sp48
sp1,sp5
sp17,sp70
sp4,sp28
sp11,sp35
sp32,sp38
sp11,sp16
sp21,sp43
sp21,sp69
sp15,sp37
sp13,sp14
sp17,sp60
sp12,sp42
sp17,sp46
sp24,sp73
sp9,sp21
sp18,sp54
sp21,sp53
sp19,sp55
sp2,sp42
sp5,sp15
sp17,sp52
sp30,sp43
sp25,sp43
sp19,sp45
sp9,sp59
sp5,sp31
sp5,sp23
sp10,sp22
sp10,sp32
sp3,sp33
sp15,sp30
sp14,sp21
sp24,sp64
sp18,sp71
sp2,sp14
sp19,sp74
sp9,sp28
sp9,sp31
sp19,sp52
sp20,sp57
sp3,sp32
sp5,sp12
sp9,sp17
sp4,sp13
sp35,sp38
sp24,sp44
sp14,sp19
sp11,sp25
sp28,sp39
sp12,sp28
sp14,sp37
sp20,sp60
sp19,sp63
sp21,sp65
sp20,sp38
sp18,sp62
sp21,sp70
sp29,sp39
sp21,sp45
sp24,sp53
sp2,sp20
sp1,sp2
sp32,sp43
sp4,sp25
sp3,sp14
sp13,sp30
sp18,sp47
sp4,sp31
sp13,sp26
sp11,sp32
sp15,sp25
sp11,sp13
sp3,sp24
sp36,sp39
sp19,sp39
sp24,sp68
sp2,sp34
sp24,sp58
sp2,sp29
sp9,sp24
sp17,sp57
sp12,sp17
sp19,sp48
sp5,sp36
sp23,sp38
sp10,sp27
sp3,sp34
sp15,sp35
sp1,sp6
sp19,sp68
sp13,sp12
sp17,sp66
sp18,sp74
sp12,sp40
sp24,sp71
sp9,sp23
sp18,sp52
sp21,sp51
sp3,sp26
sp19,sp57
sp2,sp40
sp20,sp50
sp5,sp17
sp17,sp50
sp18,sp65
sp9,sp10
sp4,sp16
sp27,sp39
sp19,sp43
sp9,sp62
sp5,sp25
sp10,sp34
sp7,sp75
sp14,sp27
sp10,sp41
sp24,sp66
sp3,sp28
sp18,sp73
sp2,sp16
sp19,sp72
sp20,sp70
sp9,sp37
sp24,sp54
sp2,sp25
sp1,sp3
sp17,sp59
sp34,sp43
sp29,sp43
sp4,sp11
sp3,sp36
sp35,sp43
sp4,sp22
sp3,sp19
sp11,sp27
sp13,sp35
sp18,sp48
sp4,sp34
sp14,sp31
sp20,sp62
sp14,sp28
sp19,sp65
sp21,sp63
sp3,sp23
sp18,sp60
sp21,sp72
sp22,sp43
sp20,sp73
sp2,sp33
sp21,sp47
sp20,sp49
sp2,sp22
sp12,sp30
sp4,sp18
sp13,sp40
sp3,sp12
sp12,sp12
sp13,sp32
sp5,sp44
sp4,sp33
sp17,sp38
sp1,sp7
sp11,sp30
sp20,sp69
sp15,sp27
sp21,sp39
sp18,sp69
sp13,sp17
sp20,sp74
sp10,sp40
sp30,sp39
sp25,sp38
sp9,sp26
sp18,sp59
sp19,sp58
sp17,sp55
sp9,sp8
sp19,sp46
sp5,sp34
sp5,sp20
sp14,sp13
sp10,sp25
sp12,sp26
sp15,sp33
sp18,sp38
sp24,sp61
sp17,sp64
sp2,sp11
sp16,sp39
sp18,sp50
sp21,sp57
sp19,sp51
sp37,sp43
sp20,sp52
sp5,sp11
sp9,sp12
sp3,sp22
sp4,sp14
sp5,sp27
sp10,sp36
sp14,sp34
sp13,sp28
sp20,sp65
sp14,sp25
sp19,sp60
sp37,sp39
sp2,sp18
sp17,sp49
sp19,sp70
sp26,sp43
sp9,sp35
sp24,sp56
sp2,sp27
sp10,sp29
sp4,sp20
sp3,sp17
sp26,sp38
sp13,sp37
sp4,sp36
sp14,sp33
sp33,sp38
sp19,sp67
sp21,sp61
sp3,sp21
sp18,sp66
sp21,sp74
sp14,sp40
sp20,sp71
sp2,sp31
sp21,sp49
sp27,sp43
sp31,sp43
sp13,sp42
sp4,sp29
sp3,sp10
sp12,sp14
sp18,sp43
sp14,sp16
sp11,sp36
sp17,sp72
sp5,sp40
sp15,sp29
sp11,sp17
sp34,sp38
sp17,sp63
sp20,sp46
sp17,sp45
sp24,sp74
sp9,sp20
sp18,sp57
sp21,sp52
sp20,sp47
sp17,sp53
sp19,sp44
sp11,sp28
sp22,sp39
sp5,sp32
sp5,sp22
sp14,sp11
sp10,sp31
sp3,sp30
sp15,sp31
sp14,sp22
sp24,sp63
sp9,sp41
sp18,sp70
sp2,sp13
sp31,sp38
sp21,sp55
sp9,sp32
sp19,sp53
sp20,sp54
sp5,sp13
sp9,sp14
sp4,sp12
sp20,sp45
sp24,sp47
sp5,sp29
sp14,sp18
sp2,sp62
sp12,sp29
sp2,sp59
sp14,sp36
sp20,sp67
sp5,sp42
sp19,sp62
sp21,sp66
sp20,sp39
sp18,sp63
sp29,sp38
sp15,sp41
sp24,sp50
sp2,sp21
sp5,sp18
