resource,consumer
sp69,sp19
sp12,sp14
sp42,sp30
sp74,sp33
sp23,sp53
sp51,sp28
sp30,sp45
sp42,sp51
sp69,sp29
sp19,sp2
sp23,sp14
sp23,sp1
sp42,sp36
sp5,sp33
sp5,sp21
sp65,sp28
sp64,sp20
sp19,sp21
sp5,sp41
sp12,sp21
sp29,sp71
sp46,sp35
sp51,sp52
sp38,sp38
sp41,sp13
sp62,sp13
sp42,sp11
sp40,sp16
sp31,sp28
sp23,sp62
sp73,sp31
sp57,sp35
sp76,sp41
sp5,sp63
sp57,sp24
sp69,sp71
sp42,sp69
sp51,sp71
sp9,sp33
sp42,sp64
sp61,sp42
sp20,sp55
sp40,sp2
sp78,sp60
sp74,sp3
sp23,sp3
sp51,sp68
sp74,sp70
sp64,sp41
sp9,sp65
sp23,sp13
sp61,sp32
sp39,sp16
sp46,sp40
sp9,sp74
sp25,sp28
sp19,sp28
sp43,sp53
sp8,sp66
sp70,sp19
sp46,sp5
sp38,sp33
sp28,sp75
sp23,sp78
sp73,sp21
sp73,sp75
sp40,sp66
sp64,sp62
sp70,sp21
sp34,sp68
sp69,sp78
sp69,sp62
sp8,sp21
sp61,sp30
sp15,sp53
sp57,sp41
sp64,sp14
sp65,sp42
sp26,sp53
sp30,sp2
sp14,sp55
sp20,sp17
sp69,sp1
sp58,sp14
sp32,sp41
sp61,sp57
sp46,sp42
sp57,sp3
sp65,sp32
sp74,sp39
sp30,sp22
sp57,sp70
sp36,sp30
sp30,sp1
sp73,sp28
sp8,sp67
sp38,sp71
sp23,sp9
sp57,sp22
sp28,sp28
sp54,sp18
sp25,sp33
sp49,sp21
sp73,sp18
sp65,sp14
sp30,sp35
sp51,sp9
sp52,sp53
sp37,sp35
sp74,sp55
sp54,sp28
sp46,sp9
sp44,sp13
sp36,sp40
sp30,sp42
sp57,sp65
sp69,sp12
sp23,sp42
sp42,sp66
sp30,sp5
sp78,sp66
sp60,sp53
sp36,sp56
sp37,sp73
sp8,sp49
sp57,sp59
sp38,sp11
sp30,sp78
sp75,sp53
sp11,sp16
sp31,sp75
sp7,sp32
sp41,sp16
sp69,sp5
sp8,sp55
sp40,sp13
sp31,sp27
sp23,sp67
sp51,sp21
sp69,sp56
sp51,sp20
sp5,sp66
sp32,sp13
sp44,sp1
sp51,sp41
sp9,sp21
sp21,sp53
sp9,sp61
sp19,sp55
sp74,sp16
sp70,sp16
sp5,sp1
sp38,sp68
sp42,sp53
sp51,sp15
sp78,sp21
sp9,sp60
sp54,sp31
sp61,sp64
sp57,sp52
sp5,sp31
sp61,sp71
sp73,sp17
sp58,sp66
sp30,sp20
sp36,sp64
sp76,sp53
sp51,sp67
sp37,sp13
sp8,sp38
sp23,sp24
sp14,sp21
sp57,sp68
sp74,sp42
sp57,sp37
sp69,sp49
sp41,sp56
sp64,sp58
sp74,sp67
sp7,sp10
sp17,sp53
sp9,sp31
sp51,sp11
sp7,sp21
sp42,sp28
sp20,sp27
sp5,sp12
sp35,sp2
sp39,sp55
sp69,sp9
sp29,sp41
sp76,sp33
sp8,sp16
sp42,sp58
sp54,sp75
sp45,sp53
sp46,sp22
sp9,sp56
sp74,sp2
sp42,sp65
sp42,sp13
sp69,sp30
sp12,sp28
sp30,sp19
sp38,sp31
sp8,sp2
sp74,sp20
sp11,sp13
sp64,sp16
sp12,sp78
sp8,sp41
sp36,sp32
sp69,sp46
sp65,sp68
sp30,sp29
sp69,sp60
sp59,sp59
sp30,sp30
sp54,sp33
sp41,sp73
sp66,sp53
sp25,sp2
sp65,sp58
sp69,sp13
sp8,sp19
sp42,sp47
sp51,sp13
sp30,sp57
sp42,sp62
sp41,sp4
sp57,sp8
sp58,sp53
sp61,sp68
sp61,sp12
sp70,sp13
sp8,sp56
sp74,sp29
sp57,sp67
sp23,sp71
sp32,sp2
sp61,sp24
sp20,sp31
sp62,sp21
sp74,sp76
sp36,sp39
sp78,sp16
sp46,sp47
sp33,sp53
sp71,sp28
sp30,sp26
sp69,sp69
sp8,sp28
sp65,sp12
sp61,sp39
sp41,sp20
sp31,sp4
sp74,sp57
sp8,sp31
sp62,sp23
sp36,sp42
sp69,sp38
sp23,sp50
sp54,sp54
sp61,sp5
sp31,sp53
sp36,sp11
sp77,sp53
sp49,sp66
sp51,sp55
sp23,sp19
sp30,sp63
sp61,sp15
sp37,sp55
sp5,sp36
sp23,sp38
sp38,sp13
sp9,sp1
sp29,sp13
sp73,sp66
sp58,sp48
sp46,sp30
sp24,sp16
sp19,sp68
sp39,sp28
sp7,sp22
sp48,sp28
sp57,sp38
sp35,sp33
sp5,sp60
sp65,sp64
sp69,sp76
sp36,sp76
sp74,sp60
sp24,sp2
sp42,sp32
sp12,sp55
sp12,sp53
sp23,sp57
sp65,sp48
sp30,sp41
sp29,sp11
sp67,sp21
sp42,sp55
sp78,sp14
sp9,sp62
sp57,sp50
sp30,sp65
sp61,sp73
sp65,sp38
sp42,sp14
sp20,sp28
sp36,sp62
sp9,sp41
sp5,sp2
sp24,sp33
sp23,sp26
sp46,sp69
sp42,sp21
sp44,sp21
sp30,sp8
sp42,sp24
sp23,sp48
sp44,sp63
sp28,sp17
sp51,sp1
sp61,sp76
sp11,sp56
sp60,sp16
sp28,sp6
sp59,sp10
sp65,sp41
sp61,sp48
sp41,sp75
sp20,sp41
sp37,sp28
sp42,sp42
sp64,sp45
sp9,sp69
sp6,sp53
sp36,sp67
sp71,sp55
sp36,sp13
sp42,sp67
sp36,sp78
sp8,sp71
sp69,sp32
sp61,sp19
sp25,sp56
sp23,sp34
sp71,sp66
sp57,sp1
sp14,sp28
sp44,sp28
sp46,sp19
sp69,sp40
sp57,sp26
sp73,sp2
sp64,sp13
sp74,sp11
sp65,sp76
sp20,sp73
sp69,sp66
sp64,sp53
sp30,sp36
sp4,sp53
sp9,sp32
sp57,sp45
sp36,sp29
sp39,sp13
sp65,sp46
sp69,sp11
sp71,sp21
sp42,sp45
sp30,sp51
sp29,sp51
sp48,sp55
sp29,sp68
sp51,sp33
sp69,sp21
sp57,sp74
sp30,sp12
sp2,sp53
sp78,sp78
sp65,sp20
sp69,sp14
sp12,sp1
sp24,sp13
sp74,sp12
sp23,sp64
sp67,sp2
sp5,sp8
sp29,sp29
sp9,sp48
sp64,sp78
sp64,sp64
sp12,sp45
sp63,sp53
sp42,sp48
sp51,sp40
sp62,sp66
sp20,sp21
sp5,sp62
sp8,sp33
sp12,sp58
sp47,sp50
sp23,sp52
sp74,sp48
sp65,sp62
sp9,sp8
sp60,sp66
sp34,sp34
sp36,sp3
sp61,sp67
sp62,sp55
sp5,sp20
sp14,sp13
sp30,sp74
sp31,sp18
sp42,sp19
sp61,sp3
sp69,sp2
sp46,sp36
sp46,sp26
sp11,sp31
sp74,sp1
sp37,sp16
sp8,sp24
sp46,sp78
sp46,sp64
sp23,sp63
sp7,sp13
sp12,sp63
sp19,sp16
sp69,sp52
sp30,sp9
sp23,sp45
sp44,sp66
sp28,sp18
sp69,sp70
sp40,sp56
sp74,sp62
sp42,sp25
sp57,sp49
sp42,sp38
sp61,sp31
sp74,sp41
sp9,sp12
sp42,sp74
sp8,sp13
sp42,sp57
sp25,sp31
sp9,sp64
sp23,sp12
sp16,sp53
sp57,sp56
sp36,sp33
sp59,sp63
sp8,sp3
sp34,sp38
sp67,sp66
sp42,sp1
sp58,sp62
sp7,sp77
sp36,sp60
sp47,sp31
sp57,sp9
sp61,sp63
sp24,sp31
sp12,sp60
sp51,sp49
sp39,sp21
sp70,sp68
sp48,sp21
sp64,sp1
sp57,sp33
sp46,sp12
sp5,sp69
sp41,sp21
sp65,sp71
sp69,sp63
sp25,sp53
sp37,sp7
sp24,sp56
sp57,sp40
sp74,sp5
sp51,sp66
sp46,sp8
sp38,sp52
sp8,sp1
sp42,sp40
sp70,sp56
sp51,sp16
sp61,sp56
sp42,sp34
sp59,sp1
sp65,sp31
sp74,sp38
sp69,sp34
sp42,sp70
sp30,sp69
sp54,sp17
sp23,sp32
sp34,sp67
sp78,sp58
sp54,sp4
sp73,sp27
sp34,sp31
sp46,sp51
sp78,sp28
sp40,sp68
sp69,sp42
sp76,sp76
sp47,sp13
sp46,sp74
sp65,sp78
sp30,sp64
sp5,sp48
sp69,sp64
sp35,sp53
sp30,sp34
sp57,sp7
sp49,sp33
sp57,sp47
sp32,sp20
sp31,sp43
sp36,sp41
sp12,sp13
sp36,sp70
sp36,sp2
sp8,sp34
sp78,sp55
sp51,sp70
sp48,sp53
sp36,sp71
sp51,sp24
sp71,sp31
sp44,sp31
sp51,sp29
sp14,sp16
sp57,sp63
sp60,sp13
sp74,sp9
sp36,sp16
sp7,sp33
sp8,sp5
sp41,sp27
sp20,sp4
sp57,sp11
sp30,sp13
sp61,sp20
sp60,sp28
sp28,sp4
sp23,sp76
sp9,sp46
sp19,sp13
sp5,sp65
sp36,sp20
sp65,sp67
sp34,sp71
sp9,sp20
sp76,sp2
sp65,sp57
sp38,sp2
sp36,sp46
sp37,sp68
sp51,sp34
sp65,sp2
sp61,sp58
sp61,sp46
sp54,sp2
sp42,sp50
sp8,sp57
sp29,sp38
sp36,sp58
sp69,sp28
sp74,sp78
sp23,sp15
sp65,sp66
sp20,sp6
sp29,sp3
sp44,sp10
sp61,sp70
sp64,sp21
sp28,sp31
sp61,sp52
sp12,sp20
sp40,sp33
sp47,sp28
sp46,sp20
sp9,sp2
sp36,sp19
sp36,sp9
sp7,sp66
sp29,sp20
sp73,sp73
sp65,sp19
sp39,sp31
sp57,sp34
sp61,sp9
sp41,sp43
sp41,sp55
sp65,sp60
sp50,sp2
sp5,sp58
sp11,sp55
sp74,sp64
sp73,sp43
sp78,sp48
sp48,sp16
sp34,sp56
sp8,sp9
sp9,sp14
sp14,sp53
sp8,sp11
sp36,sp49
sp9,sp66
sp78,sp53
sp46,sp41
sp9,sp73
sp42,sp41
sp65,sp34
sp5,sp7
sp58,sp60
sp42,sp26
sp44,sp2
sp74,sp21
sp12,sp62
sp37,sp63
sp36,sp15
sp11,sp28
sp36,sp31
sp65,sp69
sp41,sp66
sp5,sp51
sp34,sp13
sp8,sp20
sp31,sp31
sp30,sp33
sp37,sp77
sp5,sp73
sp78,sp41
sp71,sp2
sp8,sp39
sp71,sp16
sp36,sp5
sp61,sp41
sp58,sp28
sp42,sp46
