Thompson Number*Location*Ecosystem*type*Source/Sink*Year_Collected*Year_Published*Reference*pdf*Latitude(degrees)*Latitude(decimal)*Described_Location*Species*Links*Natural/Modified*Notes*Resolution*Verdict*multisite?*humans?**
56*Scotland*estuary*****Milne, H. and Dunnet, G.M., (1972). Standing crop, productivity and trophic relations of the fauna of the Ythan estuary. In: R.S.K. Barnes, and J. Green, (eds). The Estuarine Environment, (Applied Science Publications, Edinburgh, Scotland), pp. 86-106.**********do not use - cannot find original source**no*1*
68*Scotland*lake*****Morgan, N.C. and McLusky, D.S. (1972). A summary of the Loch Leven IBP results in relation to lake management and future research. Proc. R. Soc. Edinburgh Series B, 74:407-416.**********do not use - cannot find original source**no*1*
69*Portugal*estuary*****Saldanha, L. (1980). Estudio Ambiental do Estuario do Tejo, Publ. no. 5(4) (CAN/Tejo, Lisbon).**********do not use - cannot find original source**no*1*
73*Austria*lake*****Schiemer, F., Bobek, M., Gludovatz, P., Ioschenkohl, A., Zweimuller, I. and Martinetz, M. (1982) Trophische Interaktionen im Pelagial des Hafnersees, Sitzungsber. Akad. Wiss. Wien Math. Naturwiss. Kl. Abt. 1:191-209.**********do not use - cannot find original source**no*1*
77*Ethiopia*lake*****Riedel, D. (1962). Der Margheritensee (Sudabessinien) - Zugleich ein Beitrag zur Kenntnis der Abessinischen Graben-Seen. Arch. Hydrobiol. 58(4):435-466.**********do not use - cannot find original source**no*1*
79*Finland*lake*****Sarvala, J. (1974). Paarjarven energiatalous. Luonnon Tutkija, 78(4-5):181-190.**********do not use - cannot find original source**no*1*
80*Finland*lake*****Sarvala, J. (1974). Paarjarven energiatalous. Luonnon Tutkija, 78(4-5):181-190.**********do not use - cannot find original source**no*1*
81*Japan*marine*****Hatanaka, M.A. (1977). Sendai Bay. In: K. Hogetsu, M. Horanaka, T. Hatanaka, T. Kawamura, (eds). Productivity of Biocenoses in Coastal Regions of Japan. (Japanese Committee for the International Biological Program Synthesis, Tokyo), 14:173-221.**********do not use - cannot find original source**no*1*
82*France*rock pool*****Ohm, P. and Remmert, H. (1955). Etudes sur les rockpools des Pyrenees-Orientales, Vie et Milieu. 6:194-209.**********do not use - cannot find original source**no*1*
83*Finland*lake*****Aulio, K., Jumppanen, K., Molsa, H., Nevalainen, J., Rajasilta, M. and Vuorinen, I. (1981). Litoraalin merkitys Pyhajarven kalatuotannolle, Sakylan Pyhajarven Tila Ja Biologinen Tuotanto (Lounais-Suomen Vesiensuojeluyhdistys R. Y., Turku, Finland) 47:173-176.**********do not use - cannot find original source**no*1*
85*Malaysia*Swamp***1971-1973*1982*Mizuno, N. & Furtado, J.I. (1982). Ecological notes on fishes. In J. I. Furtado & S. Mori (eds), The Ecology of a Tropical Freshwater Swamp, the Tasek Bera. (Dr W. Junk Publishers, The Hague), pp.321-349.****Pos Iskandar******do not use - cannot find original source**no*1*
88*Finland*Stream*****Kuusela, K, (1979). Early Summer Ecology and Community Structure of the Macrozoobenthos on Stones In the J?æ½v?æ½j?æ½nkoski Rapids on the River Lestijoki, Finland, Acta Universitatis Ouluensis (Ser. A, no. 87, Oulu, Finland).*********great*do not use - cannot find original source**no*1*
91*Japan******Kitazawa, Y. (1977) Ecosystem metabolism of the subalpine coniferous forest of the Shigayama IBP Area. In: Y. Kitazawa (ed), Ecosystem Analysis of the Subalpine Coniferous Forest of the Shigayama IBP Area, Central Japan. (Japanese Committee for the International Biological Program Synthesis, Tokyo), 15:181-196.**********do not use - cannot find original source**no*1*
94*USA******Brown, J. (1971). The structure and function of the tundra ecosystem. US Tundra Biome Program 1971 Progress Report, 1.**********do not use - cannot find original source**no*1*
96*USA******Osmolovskaya, V.I. (1948). Geographical distribution of raptors in Kazakhstan plains and their importance for pest control. Tr. Acad. Sci. USSR Inst. Geogr. 41:5-77.**********do not use - cannot find original source**no*1*
98*Russia******Holm, E. and Scholtz, C.H. (1980). Structure and pattern of the Namib Desert dune ecosystem at Gobabeb. Madoqua 1: 3?¾-39.**********do not use - cannot find original source**no*1*
100*USA******Sharma, I.K. (1980). A study of ecosystems of the Indian desert. Trans. Indian Soc. Desert Technol. and Univ. Center Desert Stud. 5(2):51-55.**********do not use - cannot find original source**no*1*
101*India******Ohm, P. and Remmert, H. (1955). Etudes sur les rockpools des Pyrenees-Orientales, Vie et Milieu. 6:194-209.**********do not use - cannot find original source**no*1*
109*Chile******Castilla, J.C. (1981). Perspectivas de investigacion en estructura y dinamica de comunidades intermareales rocosas de Chile Central. II. Depredadores de alto invel trofico. Medio Ambiente 5: 190-215.**********do not use - cannot find original source**no*1*
115*Peru******Koepcke, H.W. and Koepcke, M. (1952). Sobre el proceso de transformacion de la materia organica en las playas arenosas marinas del Peru. Publ. Univ. Nac. Mayer San Marcos, Zoologie Serie A, No. 8, p. 24.**********do not use - cannot find original source**no*1*
127*Malaysia******Beaver, R.A. (1979) Fauna and food webs of pitcher plants in West Malaysia, The Malayan Nature Journal 33(1):1-10.**********do not use - cannot find original source**no*1*
128*Malaysia******Beaver, R.A. (1979) Fauna and food webs of pitcher plants in West Malaysia, The Malayan Nature Journal 33(1):1-10.**********do not use - cannot find original source**no*1*
136*USA******Bradshaw, W.E. (1983). Interactions between the mosquito Wyeomyia smithii, the midge Metriocnemus knabi, and their carnivorous host Sarracenia purpurea. In: J. H. Frank and L. P. Lounibos (eds), Phytotelmata: Terrestrial Plants as Hosts for Aquatic Insect Communities, (Plexus Publ., Inc., New Jersey), pp. 161-189.**********do not use - cannot find original source**no*1*
138*England******Kitching, R.L. (1983). Community structure in water-filled treeholes in Europe and Australia - comparisons and speculations. In: J. H. Frank and L. P. Lounibos, (eds), Phytotelmata: Terrestrial Plants as Hosts for Aquatic Insect Communities, (Plexus Publ., Inc., New Jersey), pp. 205-222.**********do not use - cannot find original source**no*1*
139*Australia******Kitching, R.L. (1983). Community structure in water-filled treeholes in Europe and Australia - comparisons and speculations. In: J. H. Frank and L. P. Lounibos, (eds), Phytotelmata: Terrestrial Plants as Hosts for Aquatic Insect Communities, (Plexus Publ., Inc., New Jersey), pp. 205-222.**********do not use - cannot find original source**no*1*
195*USA*carrion*****Schoenly, K. and Reid, W. (1983). Community structure of carrion arthropods in the Chihuahuan Desert. J. Arid Environ. 6:253-263.**********do not use - cannot find original source**no*1*
196*USA*carrion*****Schoenly, K. and Reid, W. (1983). Community structure of carrion arthropods in the Chihuahuan Desert. J. Arid Environ. 6:253-263.**********do not use - cannot find original source**no*1*
211*Canada*Stream*****Ricker, W.E. (1934). An ecological classification of certain Ontario streams. Univ. Toronto Studies, Biol. Serv. 37, (Publ. Ontario Fish. Res. Lab.), 49:7-114.**********do not use - cannot find original source**no*1*
212*Canada*Stream*****Ricker, W.E. (1934). An ecological classification of certain Ontario streams. Univ. Toronto Studies, Biol. Serv. 37, (Publ. Ontario Fish. Res. Lab.), 49:7-114.**********do not use - cannot find original source**no*1*
184*Wales*carrion**Source***Beaver, R.A. (1972). Ecological studies on Diptera breeding in dead snails. I. Biology of the species found in Cepaea nemoralis (L.). The Entomologist 105:41-52.**********do not use - cannot find original source (also source)**no*1*
344*Norway*Terrestrial*****Hodkinson, I.D., and Coulson, S.J. (2004). Are high Arctic terrestrial food chains really that simple? - The Bear Island food web revisited. Oikos. 106, pp. 427-431.*Hodkinson and Coulson 2004*******contains parasitoids**do not use - has parasitoids**no*1*
325*Belize*forest*****Lewis, O.T., Memmott, J., Lasalle, J., Lyal, C.H.C., Whitefoord, C., and Godfray, C.J. (2002). Structure of a Diverse Tropical Forest Insect-Parasitoid Community. Journal of Animal Ecology. 71, pp. 855-873.*Lewis et al 2002*********do not use - host-parasitoid**no*1*
48*USA*Marine*****C.A. Simenstad, J.A. Estes, and K.W. Kenyon. (1978). Aleuts, Sea Otters, and Alternate Stable-State Communities. Science. 200(4340), pp. 403-411.*Simenstad et al 1978*********do not use - paleoweb**no*1*
312*Mauritius*Terrestrial*****Kaiser-Bunbury, C.N., Memmott, J., and Muller, C.B. (2009). Community structure of pollination webs of Mauritian heathland habitats. Perspectives in Plant Ecology, Evolution and Systematics. 11, pp. 241-254.*Kaiser-Bunbury et al 2009*********do not use - plant-pollinator**no*1*
313*Mauritius*Terrestrial*****Kaiser-Bunbury, C.N., Memmott, J., and Muller, C.B. (2009). Community structure of pollination webs of Mauritian heathland habitats. Perspectives in Plant Ecology, Evolution and Systematics. 11, pp. 241-254.*Kaiser-Bunbury et al 2009*********do not use - plant-pollinator**no*1*
314*Mauritius*Terrestrial*****Kaiser-Bunbury, C.N., Valentin, T., Mougal, J., Matatiken, D., and Ghazoul, J. (2011). The tolerance of island plant-pollinator networks to alien plants. Journal of Ecology, 99, pp. 202-213.*Kaiser-Bunbury et al 2011*********do not use - plant-pollinator**no*1*
315*Mauritius*Terrestrial*****Kaiser-Bunbury, C.N., Valentin, T., Mougal, J., Matatiken, D., and Ghazoul, J. (2011). The tolerance of island plant-pollinator networks to alien plants. Journal of Ecology, 99, pp. 202-213.*Kaiser-Bunbury et al 2011*********do not use - plant-pollinator**no*1*
316*Mauritius*Terrestrial*****Kaiser-Bunbury, C.N., Valentin, T., Mougal, J., Matatiken, D., and Ghazoul, J. (2011). The tolerance of island plant-pollinator networks to alien plants. Journal of Ecology, 99, pp. 202-213.*Kaiser-Bunbury et al 2011*********do not use - plant-pollinator**no*1*
317*Mauritius*Terrestrial*****Kaiser-Bunbury, C.N., Valentin, T., Mougal, J., Matatiken, D., and Ghazoul, J. (2011). The tolerance of island plant-pollinator networks to alien plants. Journal of Ecology, 99, pp. 202-213.*Kaiser-Bunbury et al 2011*********do not use - plant-pollinator**no*1*
318*Mauritius*Terrestrial*****Kaiser-Bunbury, C.N., Valentin, T., Mougal, J., Matatiken, D., and Ghazoul, J. (2011). The tolerance of island plant-pollinator networks to alien plants. Journal of Ecology, 99, pp. 202-213.*Kaiser-Bunbury et al 2011*********do not use - plant-pollinator**no*1*
319*Mauritius*Terrestrial*****Kaiser-Bunbury, C.N., Valentin, T., Mougal, J., Matatiken, D., and Ghazoul, J. (2011). The tolerance of island plant-pollinator networks to alien plants. Journal of Ecology, 99, pp. 202-213.*Kaiser-Bunbury et al 2011*********do not use - plant-pollinator**no*1*
4*USA*Salt marsh**Yes***R. F. Johnston. (1956). Predation by Short-Eared Owls on a Salicornia Salt Marsh'. The Wilson Bulletin, 68(2), pp. 91-102.*Johnston 1956*********do not use - sink**no*1*
199*USA*dung**yes***I. Valiela. (1969). An Experimental Study of the Mortality Factors of Larval Musca autumnalis DeGeer. Ecological Monographs. 39(2), pp. 199-225.*Valiela 1969*********do not use - source**no*1*
200*USA*dung**yes***I. Valiela. (1974). Composition, Food Webs and Population Limitation in Dung Arthropod Communities During Invasion and Succession. American Midland Naturalist. 92(2), pp. 370-385.*Valiela 1974*********do not use - source**no*1*
201*USA*dung**yes***I. Valiela. (1974). Composition, Food Webs and Population Limitation in Dung Arthropod Communities During Invasion and Succession. American Midland Naturalist. 92(2), pp. 370-385.*Valiela 1974*********do not use - source**no*1*
311*England*Shrubland**source***Memmott, J. Martinez, N.D., and Cohen, J.E. (2000). Predators, parasitoids and pathogens: species richness, trophic generality and body sizes in a natural food web. Journal of Animal Ecology. 69, pp. 1-15.*Memmott et al 2000*********do not use - source plus contains parasitoids**no*1*
47*USA*Swamp*****Harris, L.D. and Bowman, G.B. (1980). Vertebrate predator subsystem. In: A. I. Breymeyer and G. M. Van Dyne, (eds). Grasslands, Systems Analysis and Man. International Biological Programme Series, no. 19. (Cambridge University Press, Cambridge, England), pp. 591-607**********do not use - study site and methodology not recorded**no*1*
54*Barbados*Rocky shore*****Unpublished observations. F. Briand (1985). Source: ECOWeB1.1**********do not use - unpublished**no*1*
210*United Kingdom *Stream****1929*E. Percival and H. Whitehead (1929). A Quantitative Study of the Fauna of Some Types of Stream-Bed. Journal of Ecology. 17(2), pp. 282-314.*Percival and Whitehead 1929***Rivers Aire, Nidd, Wharfe***natural***do not use -generalized scheme**no*1*
30*Antarctica*Marine*****Mackintosh, N.A. (1964). A survey of antarctic biology up to 1945. In: R. Carrick, M. Holdgate, and J. Prevost, (eds). Biologie antarctique. (Hermann, Paris, France), pp. 3-38.**********do not use - generalized scheme**no*1*
40*Malaysia*Rainforest*****J.L. Harrison. (1962). The Distribution of Feeding Habits Among Animals in a Tropical Rain Forest. Journal of Animal Ecology. 31(1), pp. 53-63.*Harrison 1963********crap*do not use - generalized scheme**no*1*
50*USA*sand beach*****Nybakken, J.W. (1982). Marine Biology: An Ecological Approach. (Harper and Row, New York).**`California`******generalized scheme**do not use - generalized scheme**no*1*
92*Tibet******L.W. Swan. (1961). The Ecology of the High Himalayas. Scientific American, pp. 68-78.*Swan 1961*********do not use - generalized scheme**no*1*
125*Unspecificed*marine*****M.R. Landry. (1977). A review of important concepts in the trophic organization of pelagic ecosystems. Helgolander wiss. Meeresunters. 30, pp. 8-17.*Landry 1977*******general overview, not tied to any site**do not use - generalized scheme**no*1*
103*Pacific Ocean******Petipa, T.S. (1979). Trophic relationships in communities and the functioning of marine ecosystems: I. Studies in trophic relationships in pelagic communities of the southern seas of the USSR and in the tropical Pacific. In: M. J. Dunbar, (ed). Marine Production Mechanisms, (International Biological Programme Series, no. 20, Cambridge Univ. Press, Cambridge, England), pp. 233-250.**********do not use - generalized sh**no*1*
99*Namibia******Howes, P.G. (1954). The Giant Cactus Forest and Its World: A Brief Biology of the Cactus Forest of Our American Southwest (Duell, Sloan, and Pearce, New York), pp. 222-239.*********good*"do not use ??"" cannot find site"**no*1*
254*Brazil*river**No***Angelini, R., Morais, R.J., Cattella, A.C., Resende, E.K., and Libralato, S. (2013). Aquatic food webs of the oxbow lakes in the Pantanal: A new site for fisheries guaranteed by alternated control?. Ecological Modelling, 253, pp. 82-96.*Angelini et al 2013***Pantanal Plain, Braco Morto Abaixo, Paraguay river basin ***Natural*three separate lakes*Good*"do not use ??"" cannot find site"**no*1*
255*Brazil*river**No***Angelini, R., Morais, R.J., Cattella, A.C., Resende, E.K., and Libralato, S. (2013). Aquatic food webs of the oxbow lakes in the Pantanal: A new site for fisheries guaranteed by alternated control?. Ecological Modelling, 253, pp. 82-96.*Angelini et al 2013***Pantanal Plain, Bran Braco Morto Acima, Paraguay river basin ***Natural*three separate lakes*good*"do not use ??"" cannot find site"**no*1*
256*Brazil*river**No***Angelini, R., Morais, R.J., Cattella, A.C., Resende, E.K., and Libralato, S. (2013). Aquatic food webs of the oxbow lakes in the Pantanal: A new site for fisheries guaranteed by alternated control?. Ecological Modelling, 253, pp. 82-96.*Angelini et al 2013***Pantanal Plain, Baia da Onca, Paraguay river basin ***Natural*three separate lakes*good*"do not use ??"" cannot find site"**no*1*
189*USA*carrion*****M. McKinnerney. (1978). Carrion Communities in the Northern Chihuahuan Desert. The Southwestern Naturalist. 23(4), pp. 563-576; see also McKinnerney, M. (1977). Carrion communities in the northern Chihuahuan Desert. M.S. thesis. University of Texas-El Paso, Texas.*McKinnerney 1978***Chihuahuan Desert*****Bottom-biased*"do not use ??"" source"**no*1*
190*USA*carrion*****M. McKinnerney. (1978). Carrion Communities in the Northern Chihuahuan Desert. The Southwestern Naturalist. 23(4), pp. 563-576; see also McKinnerney, M. (1977). Carrion communities in the northern Chihuahuan Desert. M.S. thesis. University of Texas-El Paso, Texas.*McKinnerney 1978***Chihuahuan Desert*****Bottom-biased*"do not use ??"" source"**no*1*
191*USA*carrion*****M. McKinnerney. (1978). Carrion Communities in the Northern Chihuahuan Desert. The Southwestern Naturalist. 23(4), pp. 563-576; see also McKinnerney, M. (1977). Carrion communities in the northern Chihuahuan Desert. M.S. thesis. University of Texas-El Paso, Texas.*McKinnerney 1978***Chihuahuan Desert*****Bottom-biased*"do not use ??"" source"**no*1*
192*USA*carrion*****M. McKinnerney. (1978). Carrion Communities in the Northern Chihuahuan Desert. The Southwestern Naturalist. 23(4), pp. 563-576; see also McKinnerney, M. (1977). Carrion communities in the northern Chihuahuan Desert. M.S. thesis. University of Texas-El Paso, Texas.*McKinnerney 1978***Chihuahuan Desert*****Bottom-biased*"do not use ??"" source"**no*1*
193*USA*carrion*****M. McKinnerney. (1978). Carrion Communities in the Northern Chihuahuan Desert. The Southwestern Naturalist. 23(4), pp. 563-576; see also McKinnerney, M. (1977). Carrion communities in the northern Chihuahuan Desert. M.S. thesis. University of Texas-El Paso, Texas.*McKinnerney 1978***Chihuahuan Desert*****Bottom-biased*"do not use ??"" source"**no*1*
194*USA*carrion*****M. McKinnerney. (1978). Carrion Communities in the Northern Chihuahuan Desert. The Southwestern Naturalist. 23(4), pp. 563-576; see also McKinnerney, M. (1977). Carrion communities in the northern Chihuahuan Desert. M.S. thesis. University of Texas-El Paso, Texas.*McKinnerney 1978***Chihuahuan Desert*****Bottom-biased*"do not use ??"" source"**no*1*
97*Russia******Dunaeva, T. and Kucheruk, V. (1941). Material on the ecology of the terrestrial vertebrates of the tundra of south Yamal. Bull. Soc. Nat. Moscou (N.S., Zool. Sect.). 4(19):1-80.**********do not use ?¾- cannot find original source**no*1*
106*USA******Glynn, P.W. (1965). Community composition, structure, and interrelationships in the marine intertidal Endocladia muricata-Balanaus glandula association in Monterey Bay, California. Beaufortia, 12: 1-198.**********do not use ?¾- cannot find original source**no*1*
144*Germany******Kitching, R.L. and Pimm, S.L. (1988). The length of food chains: phytotelmata in Australia and elsewhere. Proc. Ecol. Soc. Aust. 14:123-140. (from Snow, E.W. (1958), Stratification of arthropods in a wet stump cavity. Ecology 39(1):83-88.).**********do not use ?¾- cannot find original source**no*1*
141*Costa Rica******R.P. Seifert, and F. H. Seifert. (1976). A Community Matrix Analysis of Heliconia Insect Communities. The American Naturalist. 110(973), pp. 461-483.*Seifert and Seifert 1976********competition*do not use ?¾- competition focused**no*1*
142*Costa Rica******R.P. Seifert, and F. H. Seifert. (1976). A Community Matrix Analysis of Heliconia Insect Communities. The American Naturalist. 110(973), pp. 461-483.*Seifert and Seifert 1976********competition*do not use ?¾- competition focused**no*1*
145*Europe*parasitoids***************do not use ?¾- parasitoid**no*1*
146*Europe*parasitoids***************do not use ?¾- parasitoid**no*1*
147*Europe*parasitoids***************do not use ?¾- parasitoid**no*1*
148*Europe*parasitoids***************do not use ?¾- parasitoid**no*1*
149*USE*parasitoids***************do not use ?¾- parasitoid**no*1*
150*United Kingdom *parasitoids***************do not use ?¾- parasitoid**no*1*
155*United Kingdom *parasitoids*****Askew, R.R. (1975). The organisation of chalcid-dominated parasitoid communities centred upon endophytic hosts. In: P. W. Price, (ed). Evolutionary Strategies of Parasitic Insects and Mites, (Plenum Press, New York), pp 130-153.**********do not use ?¾- parasitoids**no*1*
156*United Kingdom *parasitoids*****Askew, R.R. (1961). On the biology of the inhabitants of oak galls of Cynipidae (Hymenoptera) in Britain. Trans. Soc. Brit. Entomol. 14:237-268.**********do not use ?¾- parasitoids**no*1*
157*United Kingdom *parasitoids*****Askew, R.R. (1961). On the biology of the inhabitants of oak galls of Cynipidae (Hymenoptera) in Britain. Trans. Soc. Brit. Entomol. 14:237-268.**********do not use ?¾- parasitoids**no*1*
158*United Kingdom *parasitoids*****Askew, R.R. (1961). On the biology of the inhabitants of oak galls of Cynipidae (Hymenoptera) in Britain. Trans. Soc. Brit. Entomol. 14:237-268.**********do not use ?¾- parasitoids**no*1*
159*United Kingdom *parasitoids*****Askew, R.R. (1961). On the biology of the inhabitants of oak galls of Cynipidae (Hymenoptera) in Britain. Trans. Soc. Brit. Entomol. 14:237-268.**********do not use ?¾- parasitoids**no*1*
160*United Kingdom *parasitoids*****Askew, R.R. (1961). On the biology of the inhabitants of oak galls of Cynipidae (Hymenoptera) in Britain. Trans. Soc. Brit. Entomol. 14:237-268.**********do not use ?¾- parasitoids**no*1*
161*United Kingdom *parasitoids*****Askew, R.R. (1961). On the biology of the inhabitants of oak galls of Cynipidae (Hymenoptera) in Britain. Trans. Soc. Brit. Entomol. 14:237-268.**********do not use ?¾- parasitoids**no*1*
162*United Kingdom *parasitoids*****Askew, R.R. (1961). On the biology of the inhabitants of oak galls of Cynipidae (Hymenoptera) in Britain. Trans. Soc. Brit. Entomol. 14:237-268.**********do not use ?¾- parasitoids**no*1*
163*United Kingdom *parasitoids*****Askew, R.R. (1961). On the biology of the inhabitants of oak galls of Cynipidae (Hymenoptera) in Britain. Trans. Soc. Brit. Entomol. 14:237-268.**********do not use ?¾- parasitoids**no*1*
164*United Kingdom *parasitoids*****Askew, R.R. (1961). On the biology of the inhabitants of oak galls of Cynipidae (Hymenoptera) in Britain. Trans. Soc. Brit. Entomol. 14:237-268.**********do not use ?¾- parasitoids**no*1*
165*United Kingdom *parasitoids*****Askew, R.R. (1961). On the biology of the inhabitants of oak galls of Cynipidae (Hymenoptera) in Britain. Trans. Soc. Brit. Entomol. 14:237-268.**********do not use ?¾- parasitoids**no*1*
166*United Kingdom *parasitoids*****Askew, R.R. (1961). On the biology of the inhabitants of oak galls of Cynipidae (Hymenoptera) in Britain. Trans. Soc. Brit. Entomol. 14:237-268.**********do not use ?¾- parasitoids**no*1*
167*United Kingdom *parasitoids*****Askew, R.R. (1961). On the biology of the inhabitants of oak galls of Cynipidae (Hymenoptera) in Britain. Trans. Soc. Brit. Entomol. 14:237-268.**********do not use ?¾- parasitoids**no*1*
168*USA*parasitoids*****B.A. Hawkins, and R.D. Goeden. (1984). Organization of a parasitoid community associated with a complex of galls on Atriplex spp. in Southern California. Ecological Entemology, 9, pp. 271-292.*Hawkins and Goeden 1984*********do not use ?¾- parasitoids**no*1*
169*USA*parasitoids*****B.A. Hawkins, and R.D. Goeden. (1984). Organization of a parasitoid community associated with a complex of galls on Atriplex spp. in Southern California. Ecological Entemology, 9, pp. 271-292.*Hawkins and Goeden 1984*********do not use ?¾- parasitoids**no*1*
170*USA*parasitoids*****B.A. Hawkins, and R.D. Goeden. (1984). Organization of a parasitoid community associated with a complex of galls on Atriplex spp. in Southern California. Ecological Entemology, 9, pp. 271-292.*Hawkins and Goeden 1984*********do not use ?¾- parasitoids**no*1*
171*USA*parasitoids*****B.A. Hawkins, and R.D. Goeden. (1984). Organization of a parasitoid community associated with a complex of galls on Atriplex spp. in Southern California. Ecological Entemology, 9, pp. 271-292.*Hawkins and Goeden 1984*********do not use ?¾- parasitoids**no*1*
172*USA*parasitoids*****B.A. Hawkins, and R.D. Goeden. (1984). Organization of a parasitoid community associated with a complex of galls on Atriplex spp. in Southern California. Ecological Entemology, 9, pp. 271-292.*Hawkins and Goeden 1984*********do not use ?¾- parasitoids**no*1*
173*USA*parasitoids*****B.A. Hawkins, and R.D. Goeden. (1984). Organization of a parasitoid community associated with a complex of galls on Atriplex spp. in Southern California. Ecological Entemology, 9, pp. 271-292.*Hawkins and Goeden 1984*********do not use ?¾- parasitoids**no*1*
174*USA*parasitoids*****B.A. Hawkins, and R.D. Goeden. (1984). Organization of a parasitoid community associated with a complex of galls on Atriplex spp. in Southern California. Ecological Entemology, 9, pp. 271-292.*Hawkins and Goeden 1984*********do not use ?¾- parasitoids**no*1*
175*USA*parasitoids*****B.A. Hawkins, and R.D. Goeden. (1984). Organization of a parasitoid community associated with a complex of galls on Atriplex spp. in Southern California. Ecological Entemology, 9, pp. 271-292.*Hawkins and Goeden 1984*********do not use ?¾- parasitoids**no*1*
176*USA*parasitoids*****B.A. Hawkins, and R.D. Goeden. (1984). Organization of a parasitoid community associated with a complex of galls on Atriplex spp. in Southern California. Ecological Entemology, 9, pp. 271-292.*Hawkins and Goeden 1984*********do not use ?¾- parasitoids**no*1*
177*USA*parasitoids*****B.A. Hawkins, and R.D. Goeden. (1984). Organization of a parasitoid community associated with a complex of galls on Atriplex spp. in Southern California. Ecological Entemology, 9, pp. 271-292.*Hawkins and Goeden 1984*********do not use ?¾- parasitoids**no*1*
178*USA*parasitoids*****B.A. Hawkins, and R.D. Goeden. (1984). Organization of a parasitoid community associated with a complex of galls on Atriplex spp. in Southern California. Ecological Entemology, 9, pp. 271-292.*Hawkins and Goeden 1984*********do not use ?¾- parasitoids**no*1*
326*Belize*forest*****Lewis, O.T., Memmott, J., Lasalle, J., Lyal, C.H.C., Whitefoord, C., and Godfray, C.J. (22). Structure of a Diverse Tropical Forest Insect-Parasitoid Community. Journal of Animal Ecology. 71, pp. 855-873.*Lewis et al 2002*********do not use ?¾- parasitoids**no*1*
152*USA*mistletoe**source***Whittaker, P.L. (1984). The insect fauna of mistletoe (Phoradendron tomentosum, Loranthaceae) in southern Texas. Southw. Nat. 29:435-444.*Whittaker 1984*********do not use ?¾- source**no*1*
