Thompson Number*Location*Ecotype*Reference*Latitude(degrees)*Latitude(decimal)*Described_Location*Notes**Verdict*Sitename
185*UK*terrestrial*R.F. Chapman, and J.H.P. Sankey. (1955). The Larger Invertebrate Fauna of Three Rabbit Carcasses. Journal of Animal Ecology.  24(2), pp. 395-402. ******do not use - source*
198*Mexico*terrestrial*Schoenly, K. (1983). Arthropods associated with bovine and equine dung in an ungrazed Chihuahuan Desert ecosystem. Ann.  Entomol. Soc. Amer. 76:790-796. ******do not use - source*
152*USA*terrestrial*Whittaker, P.L. (1984). The insect fauna of mistletoe (Phoradendron tomentosum, Loranthaceae) in southern Texas. Southw. Nat.  29:435-444. ******do not use - source*
311*UK*terrestrial*Memmott, J. Martinez, N.D., and Cohen, J.E. (2000). Predators, parasitoids and pathogens: species richness, trophic generality and  body sizes in a natural food web. Journal of Animal Ecology. 69, pp. 1-15. ******do not use - source plus contains parasitoids*
47*USA*lake*Harris, L.D. and Bowman, G.B. (1980). Vertebrate predator subsystem. In: A. I. Breymeyer and G. M. Van Dyne, (eds). Grasslands,  Systems Analysis and Man. International Biological Programme Series, no. 19. (Cambridge University Press, Cambridge, Englan...******do not use - study site and methodology not recorded*
359*North America*lake*Baiser, B., Gotelli, N.J., Buckley, H.L., Miller, T.E., and Ellison. A.M. (2012). Geographic variation in network structure of a nearctic  aquatic food web. Global Ecology and Biogeography. 21, pp. 579-591. ******do not use - study site unclear*
357*South Africa*marine*Yodzis, P. (1998). Local trophpodynamics and the interaction of marine mammals and fisheries in the Benguela ecosystem. Journal  of Animal Ecology. 67, pp. 635-658. *34,21 - 16 S*25.175*Benguela current***do not use - study site unclear*
42*Pacific Ocean*marine*M.E. Vinogradov and E.A, Shushkina. (1978). Some Development Patterns of Plankton Communities in the Upwelling Areas of the  Pacific Ocean. Marine Biology, 48, pp. 357-366. *0, -8*****do not use - two sweeps in widely separated areas*
54*Barbados*marine*Unpublished observations. F. Briand (1985). Source: ECOWeB1.1******do not use - unpublished*
StMarks*USA*estuary*(Christian & Luczkovich 1999)*30,05 N*30.08333333*St. Marks National Wildlife Refuge***do not use -duplicates web 288*StMarks
156*UK*terrestrial*Askew, R.R. (1961). On the biology of the inhabitants of oak galls of Cynipidae (Hymenoptera) in Britain. Trans. Soc. Brit. Entomol.  14:237-268. ******do not use – parasitoid*
157*UK*terrestrial*Askew, R.R. (1961). On the biology of the inhabitants of oak galls of Cynipidae (Hymenoptera) in Britain. Trans. Soc. Brit. Entomol.  14:237-268. ******do not use – parasitoid*
158*UK*terrestrial*Askew, R.R. (1961). On the biology of the inhabitants of oak galls of Cynipidae (Hymenoptera) in Britain. Trans. Soc. Brit. Entomol.  14:237-268. ******do not use – parasitoid*
159*UK*terrestrial*Askew, R.R. (1961). On the biology of the inhabitants of oak galls of Cynipidae (Hymenoptera) in Britain. Trans. Soc. Brit. Entomol.  14:237-268. ******do not use – parasitoid*
160*UK*terrestrial*Askew, R.R. (1961). On the biology of the inhabitants of oak galls of Cynipidae (Hymenoptera) in Britain. Trans. Soc. Brit. Entomol.  14:237-268. ******do not use – parasitoid*
161*UK*terrestrial*Askew, R.R. (1961). On the biology of the inhabitants of oak galls of Cynipidae (Hymenoptera) in Britain. Trans. Soc. Brit. Entomol.  14:237-268. ******do not use – parasitoid*
162*UK*terrestrial*Askew, R.R. (1961). On the biology of the inhabitants of oak galls of Cynipidae (Hymenoptera) in Britain. Trans. Soc. Brit. Entomol.  14:237-268. ******do not use – parasitoid*
163*UK*terrestrial*Askew, R.R. (1961). On the biology of the inhabitants of oak galls of Cynipidae (Hymenoptera) in Britain. Trans. Soc. Brit. Entomol.  14:237-268. ******do not use – parasitoid*
164*UK*terrestrial*Askew, R.R. (1961). On the biology of the inhabitants of oak galls of Cynipidae (Hymenoptera) in Britain. Trans. Soc. Brit. Entomol.  14:237-268. ******do not use – parasitoid*
165*UK*terrestrial*Askew, R.R. (1961). On the biology of the inhabitants of oak galls of Cynipidae (Hymenoptera) in Britain. Trans. Soc. Brit. Entomol.  14:237-268. ******do not use – parasitoid*
166*UK*terrestrial*Askew, R.R. (1961). On the biology of the inhabitants of oak galls of Cynipidae (Hymenoptera) in Britain. Trans. Soc. Brit. Entomol.  14:237-268. ******do not use – parasitoid*
167*UK*terrestrial*Askew, R.R. (1961). On the biology of the inhabitants of oak galls of Cynipidae (Hymenoptera) in Britain. Trans. Soc. Brit. Entomol.  14:237-268. ******do not use – parasitoid*
155*UK*terrestrial*Askew, R.R. (1975). The organisation of chalcid-dominated parasitoid communities centred upon endophytic hosts. In: P. W. Price,  (ed). Evolutionary Strategies of Parasitic Insects and Mites, (Plenum Press, New York), pp 130-153. ******do not use – parasitoid*
168*USA*terrestrial*B.A. Hawkins, and R.D. Goeden. (1984). Organization of a parasitoid community associated with a complex of galls on Atriplex spp.  in Southern California. Ecological Entemology, 9, pp. 271-292. ******do not use – parasitoid*
169*USA*terrestrial*B.A. Hawkins, and R.D. Goeden. (1984). Organization of a parasitoid community associated with a complex of galls on Atriplex spp.  in Southern California. Ecological Entemology, 9, pp. 271-292. ******do not use – parasitoid*
